rbd,NOM_RBD,RURAL_RBD,cupos_totales,vacantes,ponderacion
13542,COLEGIO IRMA SALAS SILVA,0,500,39,0.1
648,COLEGIO SANTA MARTA,0,1107,91,0.1
769,COLEGIO SAN VIATOR,0,1230,103,0.1
11145,COLEGIO PARTICULAR CALASANZ,0,620,52,0.1
11130,COLEGIO SAN IGNACIO DE LOYOLA,0,563,48,0.1
987,COLEGIO SANTA TERESA,0,1176,101,0.1
763,COLEGIO SAN JUAN BAUTISTA,0,1230,107,0.1
13324,COLEGIO SANTA MARIA DE BELEN N_ 162,0,839,73,0.1
570,COLEGIO ELENA BETTINI,0,620,54,0.1
567,COLEGIO SAN FRANCISCO COLL,0,1235,110,0.1
766,COLEGIO SANTA MARIA EUFRASIA,0,1748,158,0.1
13361,KID´S WORLD SCHOOL,0,1063,100,0.1
13372,COLEGIO FRANCISCO PALAU,0,553,53,0.1
13356,COLEGIO ALBERT EINSTEIN,0,1028,99,0.1
13604,COLEGIO RAKIDUAM,0,616,60,0.1
583,COLEGIO SAGRADOS CORAZONES,0,1153,115,0.1
11105,COLEGIO PARTICULAR MIGUEL DE CERVANTES,0,1104,114,0.1
13384,SAINT JOHN´S SCHOOL,0,1123,117,0.1
13417,COLEGIO ELQUI,0,450,47,0.1
11106,COLEGIO PARTICULAR SANTA MARIA,0,1660,174,0.1
658,ESCUELA PATRICIO LYNCH,1,267,28,0.1
13373,COLEGIO PARTICULAR LEONARDO DA VINCI,0,912,97,0.1
13439,COLEGIO PUCARA,0,575,63,0.1
631,ESCUELA SAN RAFAEL,0,417,46,0.1
13489,COLEGIO MARIA EDUCA,0,1002,113,0.1
668,ESCUELA EDMUNDO VIDAL CARDENAS,0,461,52,0.1
13446,MARIA EDUCA,0,966,110,0.1
573,ESCUELA PARTICULAR TERESA VIDELA DE G,0,716,83,0.1
13313,COLEGIO FRANCIS SCHOOL,0,2061,239,0.1
526,COLEGIO JOSE MANUEL BALMACEDA,0,575,68,0.1
13442,COLEGIO SANTA FAMILIA,0,1259,149,0.1
650,ESCUELA PARTICULAR METODISTA,0,397,47,0.1
690,COLEGIO ANTONIO VARAS,0,996,118,0.1
632,ESCUELA BASICA MANUEL DE SALAS,0,410,49,0.1
13420,COLEGIO NUESTRA SENORA DE ANDACOLLO,0,1420,174,0.1
565,COLEGIO ADVENTISTA LA SERENA,0,935,120,0.1
13314,COLEGIO CRISTOBAL COLON,0,1024,133,0.1
767,COLEGIO PARTICULAR GABRIELA MISTRAL,0,477,62,0.1
13633,ESCUELA SAN MARINO COLLEGE,0,523,68,0.1
13305,COLEGIO TRINITY,0,331,44,0.1
13573,COLEGIO TAMELCURA,0,609,82,0.1
13627,COLEGIO SAN SEBASTIÁN,0,600,81,0.1
579,COLEGIO SEMINARIO CONCILIAR,0,1254,175,0.1
12779,COLEGIO ALTOS DEL CERRO GRANDE,0,390,55,0.1
11144,ESCUELA DIEGO DE ALMEYDA,0,1265,183,0.1
13535,COLEGIO CERRO GRANDE,0,690,100,0.1
649,COLEGIO PARTICULAR GABRIELA MISTRAL,0,1518,223,0.1
568,COLEGIO SAN ANTONIO,0,585,86,0.1
1066,ESCUELA PARTICULAR DIVINA PROVIDENCIA,0,842,124,0.1
13360,COLEGIO SAN NICOLAS,0,440,67,0.2
1108,ESCUELA BASICA MARTA BRUNETT,1,13,2,0.2
1049,COLEGIO DIEGO DE ALMAGRO,0,720,111,0.2
589,COLEGIO SANTO DOMINGO,0,336,53,0.2
13514,COLEGIO MARIA DE ANDACOLLO,0,427,69,0.2
1036,COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,0,1243,207,0.2
558,COLEGIO PUNTA DE TEATINOS,1,18,3,0.2
40064,COLEGIO ALTA CORDILLERA,0,630,106,0.2
13610,COLEGIO INTERCULTURAL,1,312,54,0.2
13561,LIC.DE CIENC.Y HUM.SAN JOSEMARIA ESCRIVA,0,540,94,0.2
704,LICEO ALEJANDRO ALVAREZ JOFRE,0,974,172,0.2
13388,COLEGIO SANTO TOMAS LA SERENA,0,900,159,0.2
40231,COLEGIO CORDILLERA,0,503,90,0.2
13586,COLEGIO CHRIST SCHOOL,0,1710,308,0.2
13467,COLEGIO SANTA MARIA DEL REFUGIO,0,277,50,0.2
13475,COLEGIO SAN MARTIN DE PORRES,0,980,179,0.2
13513,COLEGIO DALMACIA,0,760,140,0.2
637,ESCUELA LUCILA GODOY ALCAYAGA,0,301,56,0.2
613,COLEGIO DE ARTES CLAUDIO ARRAU,0,883,170,0.2
13518,COLEGIO ARAUCO,0,296,57,0.2
11157,COLEGIO LIBERTADOR SIMON BOLIVAR,0,379,73,0.2
642,ESCUELA DE EL PENON,1,150,29,0.2
970,ESCUELA JUAN CARRASCO RISCO,0,288,56,0.2
11133,COLEGIO PARTICULAR SAN GABRIEL,0,328,64,0.2
40194,COLEGIO DOMINGO SANTA MARIA,0,1214,240,0.2
40033,COLEGIO DOMINGO FAUSTINO SARMIENTO,0,416,83,0.2
20390,COLEGIO CIELOS DEL VALLE,0,199,40,0.2
646,COLEGIO BERNARDO O´HIGGINS,0,1960,394,0.2
13491,COLEGIO ALTAZOR,0,977,200,0.2
13428,ESCUELA BASICA SAN ISIDRO DE CUZ CUZ,1,200,41,0.2
13383,COLEGIO CAMBRIDGE SCHOOL,0,576,120,0.2
13621,COLEGIO DISCOVERY,0,532,111,0.2
13344,COLEGIO AMERICANO,0,960,201,0.2
13396,CENTRO EST.Y DES.INTEGRAL DEL NINO,0,262,55,0.2
708,ESCUELA ANTONIO TIRADO LANAS,0,390,83,0.2
13376,COLEGIO SAN MANUEL,0,1091,233,0.2
40319,COLEGIO PART. SUB. CUMBRES DEL CHOAPA,0,1056,226,0.2
1015,ESCUELA BASICA DIAGUITAS DE CHALINGA,0,284,62,0.2
969,ESCUELA BASICA VALLE DEL CHOAPA,0,594,130,0.2
517,LICEO GREGORIO CORDOVEZ,0,1076,237,0.2
647,COLEGIO MANUEL MONTT,0,533,118,0.2
772,LICEO AGRICOLA DE OVALLE TADEO PERRY BARN,0,525,117,0.2
616,ESCUELA CARDENAL JOSE MARIA CARO,0,715,160,0.2
612,ESCUELA GUILLERMO CERECEDA,0,315,71,0.2
519,COLEGIO ARTURO PRAT CHACON,0,1046,236,0.2
13558,INSTITUTO DE ADM. Y COMERCIO ESTADO DE ISRAEL,0,640,146,0.2
548,ESCUELA DE COLONIA ALFALFARES,0,184,42,0.2
13474,COLEGIO LA MISION,0,354,81,0.2
13565,COLEGIO MANANTIALES DE ELQUI,0,749,172,0.2
528,ESCUELA GERMAN RIESCO,0,396,92,0.2
707,ESCUELA BASICA HELENE LANG,0,619,145,0.2
13608,COLEGIO GOLDEN HIND SCHOOL,0,461,108,0.2
11114,COLEGIO NUEVO MUNDO,0,238,56,0.2
566,COLEGIO ISABEL RIQUELME,0,395,95,0.2
629,COLEGIO PABLO NERUDA,1,776,190,0.2
13562,ESCUELA JUAN PABLO II,0,330,81,0.2
31203,COLEGIO DOMINGO SANTA MARIA,0,935,231,0.2
597,COLEGIO PEDRO PABLO MUÑOZ,0,438,109,0.2
692,ESCUELA JERONIMO GODOY VILLANUEVA,0,229,57,0.2
598,ESCUELA DE PUNTA DE CHOROS,1,40,10,0.2
1087,ESCUELA BASICA CANELA ALTA,0,336,84,0.2
40189,COLEGIO CABO ALTO,0,228,57,0.2
574,ESCUELA INDUSTRIAL SALESIANA SAN RAMON,0,1147,287,0.3
13504,COLEGIO SAN LORENZO,0,976,245,0.3
655,COLEGIO PARTICULAR SAN IGNACIO,0,457,116,0.3
13427,COLEGIO LOS CONQUISTADORES,1,1024,260,0.3
13593,COLEGIO EUSEBIO LILLO PUNTA MIRA,0,430,110,0.3
1050,ESCUELA BASICA ERCOLE BENCINI,0,276,71,0.3
13486,COLEGIO SAN FRANCISCO JAVIER,0,1424,367,0.3
575,COLEGIO PROVIDENCIA,0,886,229,0.3
531,COLEGIO PEDRO AGUIRRE CERDA,0,530,137,0.3
618,ESCUELA SANTO TOMAS DE AQUINO,0,660,174,0.3
13626,COLEGIO SAN LUIS,0,390,104,0.3
535,COLEGIO JOSE MIGUEL CARRERA,0,719,192,0.3
13580,COLEGIO PAULO FREIRE,1,123,33,0.3
13539,ESCUELA LATINOAMERICA EDUCA,0,605,163,0.3
712,ESCUELA BÁSICA ARTURO ALESSANDRI PALMA,0,682,185,0.3
606,ESCUELA BASICA SAN ANDRES,1,22,6,0.3
729,ESCUELA BASICA LOS OLIVOS,1,113,31,0.3
664,COLEGIO PARROQUIAL DE ANDACOLLO,0,1228,338,0.3
557,ESCUELA DE SATURNO,1,302,84,0.3
768,COLEGIO LA PROVIDENCIA,0,1050,293,0.3
982,ESCUELA BASICA VILLA LOS NARANJOS,0,574,162,0.3
13503,COLEGIO VALENTIN LETELIER,0,449,127,0.3
626,ESCUELA BASICA DAVID LEON TAPIA,0,860,245,0.3
706,COLEGIO FRAY JORGE,0,744,212,0.3
13559,ESCUELA REPUBLICA DE GRECIA,0,515,150,0.3
11147,COLEGIO MANANTIAL,0,346,101,0.3
713,ESCUELA ARTURO VILLALON SIEULANNE,0,396,116,0.3
609,INSTITUTO SUPERIOR DE COMERCIO DE COQUIMBO,0,788,231,0.3
847,ESCUELA BASICA AMERICA,0,912,268,0.3
13557,ESCUELA BASICA REPUBLICA DE ITALIA,0,330,97,0.3
812,ESCUELA SOL DE LAS PRADERAS,1,17,5,0.3
946,ESCUELA TERESITA DE LOS ANDES,1,250,74,0.3
821,ESCUELA DE FLOR DEL VALLE,1,248,74,0.3
705,LICEO POLITECNICO DE OVALLE,0,1151,344,0.3
13582,COLEGIO TECNICO PROFESIONAL FLORENCIA NIGHTIN,0,505,151,0.3
974,ESCUELA BASICA CAMILO HENRIQUEZ,1,117,35,0.3
40298,COLEGIO BERNARDO O´HIGGINS,0,1449,434,0.3
709,ESCUELA BASICA OSCAR ARAYA MOLINA,0,340,102,0.3
661,ESCUELA LUIS AMENABAR OSSA,1,30,9,0.3
630,COLEGIO LA HERRADURA,0,373,112,0.3
672,ESCUELA DE DIAGUITAS JUAN TORRES M.,0,208,63,0.3
521,COLEGIO VICTOR DOMINGO SILVA,0,534,162,0.3
714,ESCUELA BASICA VISTA HERMOSA,0,725,220,0.3
13612,COLEGIO JOSE MARTI PEREZ,0,411,125,0.3
959,COLEGIO PARTICULAR SALI HOCHSCHILD,0,580,178,0.3
13632,COLEGIO HORIZONTES,0,555,172,0.3
721,ESCUELA BASICA FLORENCIO ESPINOZA LOPEZ,0,676,210,0.3
1053,ESCUELA BASICA FORJADORES DE CHILE,1,45,14,0.3
615,ESCUELA COQUIMBO,0,348,109,0.3
539,COLEGIO DE ALGARROBITO,0,201,63,0.3
31194,COLEGIO MONTEVERDI,0,507,159,0.3
530,COLEGIO GABRIEL GONZALEZ VIDELA,0,1040,327,0.3
971,ESCUELA BASICA SAN RAFAEL DE ROZAS,0,517,165,0.3
31219,COLEGIO VERSALLES,0,819,262,0.3
753,ESC.BAS.JUAN PABLO ARTIGUES PENAFIEL,1,200,64,0.3
845,LICEO SAMUEL ROMAN ROJAS,0,528,169,0.3
13551,COLEGIO MANANTIAL,0,1155,373,0.3
534,COLEGIO VILLA SAN BARTOLOME,0,598,196,0.3
1077,ESCUELA BASICA HECTOR JORQUERA VALENCIA,0,472,155,0.3
40126,COLEGIO RAUL SILVA HENRIQUEZ,0,420,139,0.3
13342,COLEGIO PARTICULAR SAN FRANCISCO JAVIER,0,146,49,0.3
641,ESCUELA DE LAS CARDAS,1,65,22,0.3
740,ESCUELA PEDRO ENRIQUE ALFONSO BARRIOS,1,144,49,0.3
525,COLEGIO JAPON,0,648,224,0.3
628,ESCUELA DE PENUELAS,0,274,95,0.3
13552,COLEGIO CRISTIANO LA SERENA,0,244,85,0.3
798,ESCUELA EL PALQUI,0,1080,377,0.3
711,ESCUELA GUARDIAMARINA ERNESTO RIQUELME V,0,499,176,0.4
967,LICEO DOMINGO ORTIZ DE ROZAS,0,730,258,0.4
11111,LICEO ALBERTO GALLARDO LORCA,0,322,115,0.4
972,ESCUELA BASICA JORGE ARACENA RAMOS,0,330,118,0.4
686,ESCUELA BÁSICA MARIO AQUILES RODRIGUEZ,1,95,34,0.4
691,ESCUELA MUNICIPAL CIELO CLARO--PAIHUANO,0,195,70,0.4
13330,COLEGIO PARTICULAR PIERROT,0,281,101,0.4
13352,LICEO POLIV.PADRE JOSE HERDE P-LHER,0,455,164,0.4
527,COLEGIO HEROES DE LA CONCEPCION,0,682,246,0.4
682,ESCUELA DAGOBERTO CAMPOS NUNEZ,0,169,61,0.4
1048,LICEO NICOLAS FEDERICO LOHSE VARGAS,0,684,247,0.4
710,ESCUELA BASICA JOSE TOMAS OVALLE B.,0,336,122,0.4
620,ESCUELA JOSE ALFARO ALFARO,0,550,201,0.4
1078,ESCUELA BASICA JUAN ANTONIO RIOS,1,177,65,0.4
973,ESCUELA BASICA CLEMENCIA VILLARROEL,1,196,72,0.4
13553,COLEGIO SANTA HELENA COLLEGE,0,144,53,0.4
1013,LICEO DE SALAMANCA,0,490,181,0.4
562,COLEGIO CALETA SAN PEDRO,1,392,145,0.4
799,COLEGIO REPUBLICA DE CHILE,0,803,298,0.4
560,COLEGIO QUEBRADA DE TALCA,1,260,97,0.4
905,ESCUELA CHALINGA,1,115,43,0.4
13560,ESCUELA PADRE ALBERTO HURTADO CRUCHAGA,0,320,120,0.4
681,ESCUELA DE EL ARENAL,1,32,12,0.4
716,ESC.PADRE JOSEPH BENEDIKT STEGMEIER,0,545,207,0.4
13426,COLEGIO SAN LUCAS,0,255,97,0.4
13494,ESCUELA BASICA LA VILLA,0,430,164,0.4
688,ESCUELA DE CHAPILCA,1,34,13,0.4
947,ESCUELA AURORA DE CHILE,1,240,92,0.4
718,ESCUELA MARCOS MACUADA OGALDE,0,240,92,0.4
990,ESCUELA PARTICULAR LAS CANAS,1,305,117,0.4
737,ESCUELA BASICA VALENTIN LETELIER,1,230,89,0.4
561,COLEGIO EL ROMERAL,1,31,12,0.4
924,ESCUELA LOS ACACIOS,1,67,26,0.4
13637,COLEGIO HELLEN KELLER PEÑUELAS,0,324,127,0.4
625,ESCUELA TOMASA OLIVARES CAAMANO,0,260,102,0.4
634,ESCUELA DE HUACHALALUME,1,56,22,0.4
715,ESCUELA BASICA BERNARDO O¦HIGGINS RIQUELME,0,315,124,0.4
13394,CORAZON DE JESUS,0,420,166,0.4
522,COLEGIO JAVIERA CARRERA,0,654,259,0.4
774,COLEGIO PICHASCA,1,391,155,0.4
725,ESCUELA EL CRISOL,1,234,93,0.4
976,ESCUELA BASICA LAS PALMERAS DE LIMAHUIDA,1,180,72,0.4
678,ESCUELA AMELIA BARAHONA MUJICA,1,52,21,0.4
13341,COLEGIO PART. KOMVUX - COQUIMBO,0,356,144,0.4
614,ESCUELA PRESIDENTE ANIBAL PINTO,0,410,166,0.4
1051,ESCUELA BASICA TERESA CANNON DE B.,1,437,177,0.4
31221,COLEGIO RUKALAF,0,408,167,0.4
722,ESC. HEBERTO VELAZQUEZ VELAZQUEZ,0,344,141,0.4
932,ESCUELA UNION CAMPESINA,1,206,85,0.4
13606,COLEGIO LEONARDO DA VINCI - VICUÑA,0,1335,554,0.4
643,ESCUELA DE TAMBILLOS,1,200,83,0.4
635,ESCUELA DE TOTORALILLO,1,24,10,0.4
876,ESCUELA BASICA CLAUDIO MATTE,1,115,48,0.4
13358,ESCUELA JUAN RENDIC,1,275,115,0.4
523,ESCUELA ALONSO DE ERCILLA,0,330,139,0.4
639,ESCUELA DE LAS BARRANCAS,1,104,44,0.4
701,LICEO ESTELA AVILA DE PERRY,0,494,211,0.4
13576,LICEO TECNICO PROFESIONAL EDUCADOR JUAN BAUTISTA DE LA SALLE,0,470,202,0.4
747,ESCUELA CERRO TAMAYA,1,190,82,0.4
621,ESCUELA BASICA MARIO MUNOZ SILVA,0,298,129,0.4
780,ESCUELA BASICA TABAQUEROS,1,30,13,0.4
985,ESCUELA BASICA ASIENTO VIEJO,1,30,13,0.4
743,ESCUELA CARACHILLA,1,108,47,0.4
1059,ESCUELA CLARA VIAL ORREGO,1,225,98,0.4
935,ESCUELA SALALA,1,32,14,0.4
968,LICEO POLITECNICO PABLO RODRIGUEZ CAVIEDES,0,840,373,0.4
833,ESCUELA SANTA BERNARDITA,1,180,80,0.4
981,ESCUELA BASICA CHOAPA LINDO,1,18,8,0.4
1014,ESCUELA MATILDE SALAMANCA,0,535,238,0.4
13320,COLEGIO PARTICULAR TONGOY,0,105,47,0.4
837,ESCUELA ESPERANZA DE HUANA,1,125,56,0.4
693,ESCUELA BASICA HECTOR MANUEL HERNANDEZ,1,29,13,0.4
617,COLEGIO SANTA CECILIA,0,330,148,0.4
13512,COLEGIO JOAQUIN VICUÐA LARRAIN,0,430,195,0.5
730,ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA,1,250,114,0.5
827,COLEGIO RIO GRANDE,0,364,166,0.5
556,ESCUELA DE ROMERO,1,285,130,0.5
518,LICEO TECNICO MARTA BRUNET,0,480,219,0.5
1019,ESCUELA BASICA CHILLEPIN,1,300,137,0.5
838,ESCUELA PROFESOR MANUEL ORTIZ QUINTANA,1,48,22,0.5
673,ESCUELA JOSE ABELARDO NUNEZ,0,270,124,0.5
669,ESCUELA NEFTALI REYES,0,269,124,0.5
543,COLEGIO ALTOVALSOL,1,288,133,0.5
656,LICEO PEDRO REGALADO S. VIDELA O.,0,372,173,0.5
868,ESCUELA AMERICA DE SUR,1,15,7,0.5
